Date	Plot	Section	SnowCoverFraction	Field_remarks	General_remarks
2005-07-15	Sal1	D	0	No remarks	No remarks
2005-07-15	Sal2	A	0	No remarks	No remarks
2005-07-15	Sal2	B	0	No remarks	No remarks
2005-07-15	Sal2	C	0	No remarks	No remarks
2005-07-15	Sal3	D	0	No remarks	No remarks
2005-07-15	Sal4	A	0	No remarks	No remarks
2005-07-15	Sal4	B	0	No remarks	No remarks
2005-07-15	Sal4	C	0	No remarks	No remarks
2005-07-15	Pap2Sal5	D	0	No remarks	No remarks
2005-07-15	Sal6	A	0	No remarks	No remarks
2005-07-15	Sal6	B	0	No remarks	No remarks
2005-07-15	Sal6	C	0	No remarks	No remarks
2005-07-15	Cas1	A	-9999	No remarks	Note: Raw data missing. Total number only available for entire plot (1392), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas1	B	-9999	No remarks	Note: Raw data missing. Total number only available for entire plot (1392), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas1	C	-9999	No remarks	Note: Raw data missing. Total number only available for entire plot (1392), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas1	D	-9999	No remarks	Note: Raw data missing. Total number only available for entire plot (1392), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas3	A	-9999	No remarks	Note: Raw data missing. Total number only available for entire plot (862), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas3	B	-9999	No remarks	Note: Raw data missing. Total number only available for entire plot (862), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas3	C	-9999	No remarks	Note: Raw data missing. Total number only available for entire plot (862), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas3	D	-9999	No remarks	Note: Raw data missing. Total number only available for entire plot (862), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas5	A	-9999	No remarks	Note: Raw data missing. Total number only available for entire plot (2648), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas5	B	-9999	No remarks	Note: Raw data missing. Total number only available for entire plot (2648), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas5	C	-9999	No remarks	Note: Raw data missing. Total number only available for entire plot (2648), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Cas5	D	-9999	No remarks	Note: Raw data missing. Total number only available for entire plot (2648), i.e. total count per section is set to one fourth of plot total count. Date is arbitrary.
2005-07-15	Sax1Sil1	B	0	No remarks	No remarks
2005-07-15	Sax1Sil1	C	0	No remarks	No remarks
2005-07-15	Sax1Sil1	D	0	No remarks	No remarks
2005-07-15	Sax2Sil2	A	0	No remarks	No remarks
2005-07-15	Sax3Sil3	B	0	No remarks	No remarks
2005-07-15	Sax3Sil3	C	0	No remarks	No remarks
2005-07-15	Sax3Sil3	D	0	No remarks	No remarks
2005-07-15	Pap1	A	0	No remarks	No remarks
2005-07-15	Pap2Sal5	B	0	No remarks	No remarks
2005-07-15	Pap2Sal5	C	0	No remarks	No remarks
2005-07-15	Pap2Sal5	D	0	No remarks	No remarks
2005-07-15	Pap3	A	0	No remarks	No remarks
2005-07-15	Pap3	B	0	No remarks	No remarks
2005-07-15	Dry6Pap4	C	0	No remarks	No remarks
2005-07-15	Dry6Pap4	D	0	No remarks	No remarks
2005-07-15	Sil4	A	0	No remarks	No remarks
2005-07-15	Sil4	B	0	No remarks	No remarks
2005-07-15	Art3	A	0	Trap E emptied by fox, and replaced 12 July at 14:00	No remarks
2005-07-15	Art4	A	0	No remarks	No remarks
2005-07-15	Art5	A	0	No remarks	No remarks
2005-07-15	Art7	A	0	No remarks	No remarks
2005-07-15	Art5	B	0	No remarks	No remarks
2005-07-15	Art7	B	0	No remarks	No remarks
2005-07-15	Art1	C	-9999	No remarks	No remarks
2005-07-15	Art2	C	0	No remarks	No remarks
2005-07-15	Art3	C	0	Trap E emptied by fox, and replaced 12 July at 14:00	No remarks
2005-07-15	Art2	D	0	No remarks	No remarks
2005-07-15	Art3	D	0	Trap E emptied by fox, and replaced 12 July at 14:00	No remarks
2005-07-15	Art4	D	0	No remarks	No remarks
2005-07-15	Art5	D	0	No remarks	No remarks
2005-07-15	Art4	E	0	No remarks	No remarks
2005-07-15	Art5	E	0	No remarks	No remarks
2005-07-15	Art7	E	0	No remarks	No remarks
2005-07-15	Art1	F	-9999	No remarks	No remarks
2005-07-15	Art1	G	-9999	No remarks	No remarks
2005-07-15	Art2	G	0	No remarks	No remarks
2005-07-15	Art3	G	0	Trap E emptied by fox, and replaced 12 July at 14:00	No remarks
2005-07-15	Art4	G	0	No remarks	No remarks
2005-07-15	Art3	H	0	Trap E emptied by fox, and replaced 12 July at 14:00	No remarks
2005-07-15	Art4	H	0	No remarks	No remarks
2005-07-15	Art5	H	0	No remarks	No remarks
2005-07-15	Art7	H	0	No remarks	No remarks
2005-07-19	Dry6Pap4	A	0	No remarks	No remarks
2005-07-19	Dry6Pap4	B	0	No remarks	No remarks
2005-07-19	Dry6Pap4	C	0	No remarks	No remarks
2005-07-19	Dry6Pap4	D	0	No remarks	No remarks
2005-07-22	Eri2	A	0	No remarks	No remarks
2005-07-22	Eri2	B	0	No remarks	No remarks
2005-07-22	Eri2	C	0	No remarks	No remarks
2005-07-22	Eri2	D	0	No remarks	No remarks
2005-07-22	Eri3	A	0	No remarks	No remarks
2005-07-22	Eri4	B	0	No remarks	No remarks
2005-07-22	Eri4	C	0	No remarks	No remarks
2005-07-22	Eri4	D	0	No remarks	No remarks
2005-07-22	Sal1	A	0	No remarks	No remarks
2005-07-22	Sal2	B	0	No remarks	No remarks
2005-07-22	Sal2	C	0	No remarks	No remarks
2005-07-22	Sal2	D	0	No remarks	No remarks
2005-07-22	Sal3	A	0	No remarks	No remarks
2005-07-22	Sal4	B	0	No remarks	No remarks
2005-07-22	Sal4	C	0	No remarks	No remarks
2005-07-22	Sal4	D	0	No remarks	No remarks
2005-07-22	Pap2Sal5	A	0	No remarks	No remarks
2005-07-22	Pap2Sal5	B	0	No remarks	No remarks
2005-07-22	Sal6	C	0	No remarks	No remarks
2005-07-22	Sal6	D	0	No remarks	No remarks
2005-07-22	Sal7	A	0	No remarks	No remarks
2005-07-22	Sal7	B	0	No remarks	No remarks
2005-07-22	Sax1Sil1	C	0	No remarks	No remarks
2005-07-22	Sax1Sil1	D	0	No remarks	No remarks
2005-07-22	Sax2Sil2	A	0	No remarks	No remarks
2005-07-22	Sax2Sil2	B	0	No remarks	No remarks
2005-07-22	Sax3Sil3	D	0	No remarks	No remarks
2005-07-22	Pap1	A	0	No remarks	No remarks
2005-07-22	Pap1	B	0	No remarks	No remarks
2005-07-22	Pap1	C	0	No remarks	No remarks
2005-07-22	Pap2Sal5	D	0	No remarks	No remarks
2005-07-22	Pap3	A	0	No remarks	No remarks
2005-07-22	Pap3	B	0	No remarks	No remarks
2005-07-22	Pap3	C	0	No remarks	No remarks
2005-07-22	Dry6Pap4	D	0	No remarks	No remarks
2005-07-22	Sil4	A	0	No remarks	No remarks
2005-07-22	Sil4	B	0	No remarks	No remarks
2005-07-22	Sil4	C	0	No remarks	No remarks
2005-07-22	Art5	A	0	No remarks	No remarks
2005-07-22	Art7	A	0	No remarks	No remarks
2005-07-22	Art1	B	-9999	No remarks	No remarks
2005-07-22	Art2	B	0	No remarks	No remarks
2005-07-22	Art1	C	-9999	No remarks	No remarks
2005-07-22	Art2	C	0	No remarks	No remarks
2005-07-22	Art3	C	0	No remarks	No remarks
2005-07-22	Art4	C	0	No remarks	No remarks
2005-07-22	Art3	D	0	No remarks	No remarks
2005-07-22	Art4	D	0	No remarks	No remarks
2005-07-22	Art5	D	0	No remarks	No remarks
2005-07-22	Art7	D	0	No remarks	No remarks
2005-07-22	Art7	E	0	No remarks	No remarks
2005-07-22	Art1	F	-9999	No remarks	No remarks
2005-07-22	Art2	F	0	No remarks	No remarks
2005-07-22	Art3	F	0	No remarks	No remarks
2005-07-22	Art2	G	0	No remarks	No remarks
2005-07-22	Art3	G	0	No remarks	No remarks
2005-07-22	Art4	G	0	No remarks	No remarks
2005-07-22	Art5	G	0	No remarks	No remarks
2005-07-22	Art4	H	0	No remarks	No remarks
2005-07-22	Art5	H	0	No remarks	No remarks
2005-07-22	Art7	H	0	No remarks	No remarks
2005-07-22	Eri1	A	0	No remarks	No remarks
2005-07-22	Eri1	B	0	No remarks	No remarks
2005-07-22	Eri1	C	0	No remarks	No remarks
2005-07-22	Eri1	D	0	No remarks	No remarks
2005-07-22	Eri3	B	0	No remarks	No remarks
2005-07-22	Eri3	C	0	No remarks	No remarks
2005-07-22	Eri3	D	0	No remarks	No remarks
2005-07-22	Eri4	A	0	No remarks	No remarks
2005-07-22	Sal1	B	0	No remarks	No remarks
2005-07-22	Sal1	C	0	No remarks	No remarks
2005-07-22	Sal1	D	0	No remarks	No remarks
2005-07-22	Sal2	A	0	No remarks	No remarks
2005-07-22	Sal3	B	0	No remarks	No remarks
2005-07-22	Sal3	C	0	No remarks	No remarks
2005-07-22	Sal3	D	0	No remarks	No remarks
2005-07-22	Sal4	A	0	No remarks	No remarks
2005-07-22	Pap2Sal5	C	0	No remarks	No remarks
2005-07-22	Pap2Sal5	D	0	No remarks	No remarks
2005-07-22	Sal6	A	0	No remarks	No remarks
2005-07-22	Sal6	B	0	No remarks	No remarks
2005-07-22	Sal7	C	0	No remarks	No remarks
2005-07-22	Sal7	D	0	No remarks	No remarks
2005-07-22	Sax1Sil1	A	0	No remarks	No remarks
2005-07-22	Sax1Sil1	B	0	No remarks	No remarks
2005-07-22	Sax2Sil2	C	0	No remarks	No remarks
2005-07-22	Sax2Sil2	D	0	No remarks	No remarks
2005-07-22	Sax3Sil3	A	0	No remarks	No remarks
2005-07-22	Sax3Sil3	B	0	No remarks	No remarks
2005-07-22	Sax3Sil3	C	0	No remarks	No remarks
2005-07-22	Pap1	D	0	No remarks	No remarks
2005-07-22	Pap2Sal5	A	0	No remarks	No remarks
2005-07-22	Pap2Sal5	B	0	No remarks	No remarks
2005-07-22	Pap2Sal5	C	0	No remarks	No remarks
2005-07-22	Pap3	D	0	No remarks	No remarks
2005-07-22	Dry6Pap4	A	0	No remarks	No remarks
2005-07-22	Dry6Pap4	B	0	No remarks	No remarks
2005-07-22	Dry6Pap4	C	0	No remarks	No remarks
2005-07-22	Sil4	D	0	No remarks	No remarks
2005-07-22	Art1	A	0	No remarks	No remarks
2005-07-22	Art2	A	0	No remarks	No remarks
2005-07-22	Art3	A	0	No remarks	No remarks
2005-07-22	Art4	A	0	No remarks	No remarks
2005-07-22	Art3	B	0	No remarks	No remarks
2005-07-22	Art4	B	0	No remarks	No remarks
2005-07-22	Art5	B	0	No remarks	No remarks
2005-07-22	Art7	B	0	No remarks	No remarks
2005-07-22	Art5	C	0	No remarks	No remarks
2005-07-22	Art7	C	0	No remarks	No remarks
2005-07-22	Art1	D	-9999	No remarks	No remarks
2005-07-22	Art2	D	0	No remarks	No remarks
2005-07-22	Art1	E	-9999	No remarks	No remarks
2005-07-22	Art2	E	0	No remarks	No remarks
2005-07-22	Art3	E	0	No remarks	No remarks
2005-07-22	Art4	E	0	No remarks	No remarks
2005-07-22	Art5	E	0	No remarks	No remarks
2005-07-22	Art4	F	0	No remarks	No remarks
2005-07-22	Art5	F	0	No remarks	No remarks
2005-07-22	Art7	F	0	No remarks	No remarks
2005-07-22	Art1	G	-9999	No remarks	No remarks
2005-07-22	Art7	G	0	No remarks	No remarks
2005-07-22	Art1	H	-9999	No remarks	No remarks
2005-07-22	Art2	H	0	No remarks	No remarks
2005-07-22	Art3	H	0	No remarks	No remarks
2005-07-25	Eri1	A	0	No remarks	No remarks
2005-07-25	Eri1	B	0	No remarks	No remarks
2005-07-25	Eri2	C	0	No remarks	No remarks
2005-07-25	Eri2	D	0	No remarks	No remarks
2005-07-25	Eri3	A	0	No remarks	No remarks
2005-07-25	Eri3	B	0	No remarks	No remarks
2005-07-25	Eri4	C	0	No remarks	No remarks
2005-07-25	Eri4	D	0	No remarks	No remarks
2005-07-25	Sal7	A	0	No remarks	No remarks
2005-07-25	Sal7	B	0	No remarks	No remarks
2005-07-25	Sil4	C	0	No remarks	No remarks
2005-07-25	Sil4	D	0	No remarks	No remarks
2005-07-25	Eri1	C	0	No remarks	No remarks
2005-07-25	Eri1	D	0	No remarks	No remarks
2005-07-25	Eri2	A	0	No remarks	No remarks
2005-07-25	Eri2	B	0	No remarks	No remarks
2005-07-25	Eri3	C	0	No remarks	No remarks
2005-07-25	Eri3	D	0	No remarks	No remarks
2005-07-25	Eri4	A	0	No remarks	No remarks
2005-07-25	Eri4	B	0	No remarks	No remarks
2005-07-25	Sal7	C	0	No remarks	No remarks
2005-07-25	Sal7	D	0	No remarks	No remarks
2005-07-25	Sil4	A	0	No remarks	No remarks
2005-07-25	Sil4	B	0	No remarks	No remarks
2005-07-29	Eri1	A	0	No remarks	No remarks
2005-07-29	Eri1	B	0	No remarks	No remarks
2005-07-29	Eri1	C	0	No remarks	No remarks
2005-07-29	Eri2	D	0	No remarks	No remarks
2005-07-29	Eri3	A	0	No remarks	No remarks
2005-07-29	Eri3	B	0	No remarks	No remarks
2005-07-29	Eri3	C	0	No remarks	No remarks
2005-07-29	Eri4	D	0	No remarks	No remarks
2005-07-29	Sal1	A	0	No remarks	No remarks
2005-07-29	Sal1	B	0	No remarks	No remarks
2005-07-29	Sal1	C	0	No remarks	No remarks
2005-07-29	Sal3	A	0	No remarks	No remarks
2005-07-29	Sal3	B	0	No remarks	No remarks
2005-07-29	Sal3	C	0	No remarks	No remarks
2005-07-29	Sal3	D	0	No remarks	No remarks
2005-07-29	Pap2Sal5	A	0	No remarks	No remarks
2005-07-29	Pap2Sal5	B	0	No remarks	No remarks
2005-07-29	Pap2Sal5	C	0	No remarks	No remarks
2005-07-29	Pap2Sal5	D	0	No remarks	No remarks
2005-07-29	Sal7	A	0	No remarks	No remarks
2005-07-29	Sal7	B	0	No remarks	No remarks
2005-07-29	Sal7	C	0	No remarks	No remarks
2005-07-29	Sal7	D	0	No remarks	No remarks
2005-07-29	Sax2Sil2	B	0	No remarks	No remarks
2005-07-29	Sax2Sil2	C	0	No remarks	No remarks
2005-07-29	Sax2Sil2	D	0	No remarks	No remarks
2005-07-29	Sax3Sil3	A	0	Wet vegetation	No remarks
2005-07-29	Pap1	B	0	No remarks	No remarks
2005-07-29	Pap1	C	0	No remarks	No remarks
2005-07-29	Pap1	D	0	No remarks	No remarks
2005-07-29	Pap2Sal5	A	0	No remarks	No remarks
2005-07-29	Pap3	B	0	No remarks	No remarks
2005-07-29	Pap3	C	0	No remarks	No remarks
2005-07-29	Pap3	D	0	No remarks	No remarks
2005-07-29	Dry6Pap4	A	0	No remarks	No remarks
2005-07-29	Sil4	C	0	No remarks	No remarks
2005-07-29	Sil4	D	0	No remarks	No remarks
2005-07-29	Art1	A	0	No remarks	No remarks
2005-07-29	Art2	A	0	No remarks	No remarks
2005-07-29	Art1	B	-9999	No remarks	No remarks
2005-07-29	Art2	B	0	No remarks	No remarks
2005-07-29	Art3	B	0	No remarks	No remarks
2005-07-29	Art4	B	0	No remarks	No remarks
2005-07-29	Art3	C	0	No remarks	No remarks
2005-07-29	Art4	C	0	No remarks	No remarks
2005-07-29	Art5	C	0	No remarks	No remarks
2005-07-29	Art7	C	0	No remarks	No remarks
2005-07-29	Art1	D	-9999	No remarks	No remarks
2005-07-29	Art7	D	0	No remarks	No remarks
2005-07-29	Art1	E	-9999	No remarks	No remarks
2005-07-29	Art2	E	0	No remarks	No remarks
2005-07-29	Art3	E	0	No remarks	No remarks
2005-07-29	Art2	F	0	No remarks	No remarks
2005-07-29	Art3	F	0	No remarks	No remarks
2005-07-29	Art4	F	0	No remarks	No remarks
2005-07-29	Art5	F	0	No remarks	No remarks
2005-07-29	Art4	G	0	No remarks	No remarks
2005-07-29	Art5	G	0	No remarks	No remarks
2005-07-29	Art7	G	0	No remarks	No remarks
2005-07-29	Art1	H	-9999	No remarks	No remarks
2005-07-29	Art2	H	0	No remarks	No remarks
2005-07-29	Eri1	D	0	&quot; (LAS: ndvi in &quot;&quot;E.s.normal&quot;&quot;)&quot;	No remarks
2005-07-29	Eri2	A	0	No remarks	No remarks
2005-07-29	Eri2	B	0	No remarks	No remarks
2005-07-29	Eri2	C	0	No remarks	No remarks
2005-07-29	Eri3	D	0	No remarks	No remarks
2005-07-29	Eri4	A	0	No remarks	No remarks
2005-07-29	Eri4	B	0	No remarks	No remarks
2005-07-29	Eri4	C	0	No remarks	No remarks
2005-07-29	Sal1	D	0	No remarks	No remarks
2005-07-29	Sal2	A	0	No remarks	No remarks
2005-07-29	Sal2	B	0	No remarks	No remarks
2005-07-29	Sal2	C	0	No remarks	No remarks
2005-07-29	Sal2	D	0	No remarks	No remarks
2005-07-29	Sal4	A	0	No remarks	No remarks
2005-07-29	Sal4	B	0	No remarks	No remarks
2005-07-29	Sal4	C	0	No remarks	No remarks
2005-07-29	Sal4	D	0	No remarks	No remarks
2005-07-29	Sal6	A	0	No remarks	No remarks
2005-07-29	Sal6	B	0	No remarks	No remarks
2005-07-29	Sal6	C	0	No remarks	No remarks
2005-07-29	Sal6	D	0	No remarks	No remarks
2005-07-29	Sax1Sil1	A	0	No remarks	No remarks
2005-07-29	Sax1Sil1	B	0	No remarks	No remarks
2005-07-29	Sax1Sil1	C	0	No remarks	No remarks
2005-07-29	Sax1Sil1	D	0	No remarks	No remarks
2005-07-29	Sax2Sil2	A	0	No remarks	No remarks
2005-07-29	Sax3Sil3	B	0	Wet vegetation	No remarks
2005-07-29	Sax3Sil3	C	0	Wet vegetation	No remarks
2005-07-29	Sax3Sil3	D	0	Wet vegetation	No remarks
2005-07-29	Pap1	A	0	No remarks	No remarks
2005-07-29	Pap2Sal5	B	0	No remarks	No remarks
2005-07-29	Pap2Sal5	C	0	No remarks	No remarks
2005-07-29	Pap2Sal5	D	0	No remarks	No remarks
2005-07-29	Pap3	A	0	No remarks	No remarks
2005-07-29	Dry6Pap4	B	0	No remarks	No remarks
2005-07-29	Dry6Pap4	C	0	No remarks	No remarks
2005-07-29	Dry6Pap4	D	0	No remarks	No remarks
2005-07-29	Sil4	A	0	No remarks	No remarks
2005-07-29	Sil4	B	0	No remarks	No remarks
2005-07-29	Art3	A	0	No remarks	No remarks
2005-07-29	Art4	A	0	No remarks	No remarks
2005-07-29	Art5	A	0	No remarks	No remarks
2005-07-29	Art7	A	0	No remarks	No remarks
2005-07-29	Art5	B	0	No remarks	No remarks
2005-07-29	Art7	B	0	No remarks	No remarks
2005-07-29	Art1	C	-9999	No remarks	No remarks
2005-07-29	Art2	C	0	No remarks	No remarks
2005-07-29	Art2	D	0	No remarks	No remarks
2005-07-29	Art3	D	0	No remarks	No remarks
2005-07-29	Art4	D	0	No remarks	No remarks
2005-07-29	Art5	D	0	No remarks	No remarks
2005-07-29	Art4	E	0	No remarks	No remarks
2005-07-29	Art5	E	0	No remarks	No remarks
2005-07-29	Art7	E	0	No remarks	No remarks
2005-07-29	Art1	F	-9999	No remarks	No remarks
2005-07-29	Art7	F	0	No remarks	No remarks
2005-07-29	Art1	G	-9999	No remarks	No remarks
2005-07-29	Art2	G	0	No remarks	No remarks
2005-07-29	Art3	G	0	No remarks	No remarks
2005-07-29	Art3	H	0	No remarks	No remarks
2005-07-29	Art4	H	0	No remarks	No remarks
2005-07-29	Art5	H	0	No remarks	No remarks
2005-07-29	Art7	H	0	No remarks	No remarks
2005-08-05	Eri1	A	0	No remarks	No remarks
2005-08-05	Eri1	B	0	No remarks	No remarks
2005-08-05	Eri1	C	0	No remarks	No remarks
2005-08-05	Eri1	D	0	No remarks	No remarks
2005-08-05	Eri3	A	0	No remarks	No remarks
2005-08-05	Eri3	B	0	No remarks	No remarks
2005-08-05	Eri3	C	0	No remarks	No remarks
2005-08-05	Eri3	D	0	No remarks	No remarks
2005-08-05	Sal1	B	0	No remarks	No remarks
2005-08-05	Sal1	C	0	No remarks	No remarks
2005-08-05	Sal1	D	0	No remarks	No remarks
2005-08-05	Sal2	A	0	No remarks	No remarks
2005-08-05	Sal3	B	0	No remarks	No remarks
2005-08-05	Sal3	C	0	No remarks	No remarks
2005-08-05	Sal3	D	0	No remarks	No remarks
2005-08-05	Sal4	A	0	No remarks	No remarks
2005-08-05	Pap2Sal5	B	0	No remarks	No remarks
2005-08-05	Pap2Sal5	C	0	No remarks	No remarks
2005-08-05	Pap2Sal5	D	0	No remarks	No remarks
2005-08-05	Sal6	A	0	No remarks	No remarks
2005-08-05	Sal7	C	0	No remarks	No remarks
2005-08-05	Sal7	D	0	No remarks	No remarks
2005-08-05	Sax1Sil1	A	0	No remarks	No remarks
2005-08-05	Sax1Sil1	B	0	No remarks	No remarks
2005-08-05	Sax2Sil2	C	0	No remarks	No remarks
2005-08-05	Sax2Sil2	D	0	No remarks	No remarks
2005-08-05	Sax3Sil3	A	0	No remarks	No remarks
2005-08-05	Sax3Sil3	B	0	No remarks	No remarks
2005-08-05	Pap1	C	0	No remarks	No remarks
2005-08-05	Pap1	D	0	No remarks	No remarks
2005-08-05	Pap2Sal5	A	0	No remarks	No remarks
2005-08-05	Pap2Sal5	B	0	No remarks	No remarks
2005-08-05	Pap3	D	0	No remarks	No remarks
2005-08-05	Dry6Pap4	A	0	No remarks	No remarks
2005-08-05	Dry6Pap4	B	0	No remarks	No remarks
2005-08-05	Dry6Pap4	C	0	No remarks	No remarks
2005-08-05	Sil4	D	0	No remarks	No remarks
2005-08-05	Art1	A	0	No remarks	No remarks
2005-08-05	Art2	A	0	No remarks	No remarks
2005-08-05	Art3	A	0	No remarks	No remarks
2005-08-05	Art2	B	0	No remarks	No remarks
2005-08-05	Art3	B	0	No remarks	No remarks
2005-08-05	Art4	B	0	No remarks	No remarks
2005-08-05	Art5	B	0	No remarks	No remarks
2005-08-05	Art7	B	0	No remarks	No remarks
2005-08-05	Art5	C	0	No remarks	No remarks
2005-08-05	Art7	C	0	No remarks	No remarks
2005-08-05	Art1	D	-9999	No remarks	No remarks
2005-08-05	Art2	D	0	No remarks	No remarks
2005-08-05	Art1	E	-9999	No remarks	No remarks
2005-08-05	Art2	E	0	No remarks	No remarks
2005-08-05	Art3	E	0	No remarks	No remarks
2005-08-05	Art4	E	0	No remarks	No remarks
2005-08-05	Art3	F	0	No remarks	No remarks
2005-08-05	Art4	F	0	No remarks	No remarks
2005-08-05	Art5	F	0	No remarks	No remarks
2005-08-05	Art7	F	0	No remarks	No remarks
2005-08-05	Art1	G	-9999	No remarks	No remarks
2005-08-05	Art7	G	0	No remarks	No remarks
2005-08-05	Art1	H	-9999	No remarks	No remarks
2005-08-05	Art2	H	0	No remarks	No remarks
2005-08-05	Art3	H	0	No remarks	No remarks
2005-08-05	Eri2	A	0	No remarks	No remarks
2005-08-05	Eri2	B	0	No remarks	No remarks
2005-08-05	Eri2	C	0	No remarks	No remarks
2005-08-05	Eri2	D	0	No remarks	No remarks
2005-08-05	Eri4	A	0	No remarks	No remarks
2005-08-05	Eri4	B	0	No remarks	No remarks
2005-08-05	Eri4	C	0	No remarks	No remarks
2005-08-05	Eri4	D	0	No remarks	No remarks
2005-08-05	Sal1	A	0	No remarks	No remarks
2005-08-05	Sal2	B	0	No remarks	No remarks
2005-08-05	Sal2	C	0	No remarks	No remarks
2005-08-05	Sal2	D	0	No remarks	No remarks
2005-08-05	Sal3	A	0	No remarks	No remarks
2005-08-05	Sal4	B	0	No remarks	No remarks
2005-08-05	Sal4	C	0	No remarks	No remarks
2005-08-05	Sal4	D	0	No remarks	No remarks
2005-08-05	Pap2Sal5	A	0	No remarks	No remarks
2005-08-05	Sal6	B	0	No remarks	No remarks
2005-08-05	Sal6	C	0	No remarks	No remarks
2005-08-05	Sal6	D	0	No remarks	No remarks
2005-08-05	Sal7	A	0	No remarks	No remarks
2005-08-05	Sal7	B	0	No remarks	No remarks
2005-08-05	Sax1Sil1	C	0	No remarks	No remarks
2005-08-05	Sax1Sil1	D	0	No remarks	No remarks
2005-08-05	Sax2Sil2	A	0	No remarks	No remarks
2005-08-05	Sax2Sil2	B	0	No remarks	No remarks
2005-08-05	Sax3Sil3	C	0	No remarks	No remarks
2005-08-05	Sax3Sil3	D	0	No remarks	No remarks
2005-08-05	Pap1	A	0	No remarks	No remarks
2005-08-05	Pap1	B	0	No remarks	No remarks
2005-08-05	Pap2Sal5	C	0	No remarks	No remarks
2005-08-05	Pap2Sal5	D	0	No remarks	No remarks
2005-08-05	Pap3	A	0	No remarks	No remarks
2005-08-05	Pap3	B	0	No remarks	No remarks
2005-08-05	Pap3	C	0	No remarks	No remarks
2005-08-05	Dry6Pap4	D	0	No remarks	No remarks
2005-08-05	Sil4	A	0	No remarks	No remarks
2005-08-05	Sil4	B	0	No remarks	No remarks
2005-08-05	Sil4	C	0	No remarks	No remarks
2005-08-05	Art4	A	0	No remarks	No remarks
2005-08-05	Art5	A	0	No remarks	No remarks
2005-08-05	Art7	A	0	No remarks	No remarks
2005-08-05	Art1	B	-9999	No remarks	No remarks
2005-08-05	Art1	C	-9999	No remarks	No remarks
2005-08-05	Art2	C	0	No remarks	No remarks
2005-08-05	Art3	C	0	No remarks	No remarks
2005-08-05	Art4	C	0	No remarks	No remarks
2005-08-05	Art3	D	0	No remarks	No remarks
2005-08-05	Art4	D	0	No remarks	No remarks
2005-08-05	Art5	D	0	No remarks	No remarks
2005-08-05	Art7	D	0	No remarks	No remarks
2005-08-05	Art5	E	0	No remarks	No remarks
2005-08-05	Art7	E	0	No remarks	No remarks
2005-08-05	Art1	F	-9999	No remarks	No remarks
2005-08-05	Art2	F	0	No remarks	No remarks
2005-08-05	Art2	G	0	No remarks	No remarks
2005-08-05	Art3	G	0	No remarks	No remarks
2005-08-05	Art4	G	0	No remarks	No remarks
2005-08-05	Art5	G	0	No remarks	No remarks
2005-08-05	Art4	H	0	No remarks	No remarks
2005-08-05	Art5	H	0	No remarks	No remarks
2005-08-05	Art7	H	0	No remarks	No remarks
2005-08-12	Eri1	B	0	No remarks	No remarks
2005-08-12	Eri1	C	0	No remarks	No remarks
2005-08-12	Eri1	D	0	No remarks	No remarks
2005-08-12	Eri2	A	0	No remarks	No remarks
2005-08-12	Eri3	C	0	No remarks	No remarks
2005-08-12	Eri3	D	0	No remarks	No remarks
2005-08-12	Eri4	A	0	The plot has been grazed and trambled by muskoxen.	No remarks
2005-08-12	Eri4	B	0	The plot has been grazed and trambled by muskoxen.	No remarks
2005-08-12	Sal1	C	0	No remarks	No remarks
2005-08-12	Sal1	D	0	No remarks	No remarks
2005-08-12	Sal2	A	0	No remarks	No remarks
2005-08-12	Sal2	B	0	No remarks	No remarks
2005-08-12	Sal3	C	0	No remarks	No remarks
2005-08-12	Sal3	D	0	No remarks	No remarks
2005-08-12	Sal4	A	0	No remarks	No remarks
2005-08-12	Sal4	B	0	No remarks	No remarks
2005-08-12	Pap2Sal5	D	0	No remarks	No remarks
2005-08-12	Sal6	A	0	No remarks	No remarks
2005-08-12	Sal6	B	0	No remarks	No remarks
2005-08-12	Sal6	C	0	No remarks	No remarks
2005-08-12	Sal7	D	0	No remarks	No remarks
2005-08-12	Sax1Sil1	A	0	No remarks	No remarks
2005-08-12	Sax1Sil1	B	0	No remarks	No remarks
2005-08-12	Sax1Sil1	C	0	No remarks	No remarks
2005-08-12	Sax2Sil2	D	0	No remarks	No remarks
2005-08-12	Sax3Sil3	A	0	No remarks	No remarks
2005-08-12	Sax3Sil3	B	0	No remarks	No remarks
2005-08-12	Sax3Sil3	C	0	No remarks	No remarks
2005-08-12	Pap2Sal5	A	0	No remarks	No remarks
